From	To
A4ZHR8	ahcY
I7G1E0	treY
A4ZHS7	MSMEG3192
I7G3U5	pafB
A4ZHT0	MSMEG3892
Q3L889	sap
I7F5K5	sap
I7F7E1	MSMEI_1005
I7FBX8	MSMEI_2567
A0QVM9	MSMEG_2630
Q3L891	mps2
I7FDA4	MSMEI_0392
I7FG90	MSMEI_3962
I7FI06	clpP
I7FIF8	MSMEI_2098
I7FK15	MSMEI_2625
I7FKI5	MSMEI_5374
A0R3M5	MSMEG_5526
I7FLK4	MSMEI_5761
I7FM56	MSMEI_3340
A0QXT5	MSMEG_3419
I7FMV0	pks13
A0R617	MSMEG_6392
I7FN17	MSMEI_6284
A0R678	MSMEG_6452
I7FS93	MSMEI_5270
A0R4N2	MSMEG_5894
I7FVZ5	MSMEI_6722
A0R7G8	MSMEG_6907
I7FX00	MSMEI_0772
I7FYA1	MSMEI_1439
A0QSG9	MSMEG_1475
I7FYL2	MSMEI_1640
A0QT19	MSMEG_1681
I7FYW5	MSMEI_1795
A0QU54	MSMEG_2081
I7G0D8	cobA
I7G1I7	xylB
Q3L893	mbtH
I7G1S6	mbtH
I7G2W4	ctaD
I7G464	MSMEI_1478
I7G485	MSMEI_3924
I7G4F0	MSMEI_1578
I7G4I6	MSMEI_1624
I7G505	mpg1
I7G535	MSMEI_4296
I7G9U7	MSMEI_5909
I7G9W3	mmaA2
I7GA35	MSMEI_3543
I7GC18	MSMEI_3657
A0R2C4	MSMEG_5062
I7GF02	MSMEI_5711
A0R4K9	MSMEG_5871
I7GFM6	MSMEI_5544
A0R440	MSMEG_5695
I7GFT0	purB
A0R4I6	purB
I7GFW6	MSMEI_6370
O52200	dnaG
P0CH37	adhC2
P0CH36	adhc1
Q50441	ahpD
Q9F868	regX3
Q9X5M0	argS
Q9X5M1	lysA
Q9ZHC5	hup
I7G3C6	MSMEI_0478
A0QPR6	MSMEG_0491
I7FDL5	MSMEI_0522
A0QPW0	MSMEG_0537
I7G327	MSMEI_1091
A0QRI1	MSMEG_1125
A0QRU8	MSMEG_1245
I7G3E1	MSMEI_1210
A0QSP5	eat
I7FI54	MSMEI_1992
A0QU12	MSMEG_2038
I7FBV3	MSMEI_2537
A0QVJ8	MSMEG_2599
I7G925	MSMEI_3223
A0QXH9	MSMEG_3308
I7G1X4	MSMEI_3369
A0QXW6	dehII
A0QYG9	secA2
I7GBW7	MSMEI_3596
A0QYJ8	MSMEG_3683
A0QZ49	dop
A0QZM8	MSMEG_4084
I7FP17	MSMEI_3985
I7GEC0	MSMEI_4771
A0R1W5	MSMEG_4898
I7GDC7	MSMEI_4902
A0R293	MSMEG_5029
I7GEY2	MSMEI_5070
A0R2R3	MSMEG_5206
I7FJS4	MSMEI_5136
A0R2Y3	MSMEG_5275
A0R561	carD
I7FMG1	MSMEI_6059
A0R5K1	MSMEG_6220
